,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
717,886,878,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,850.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,560.0,2.0,1764,1,1,0,5,2178,1,2,3,0,11690,4,0,0,60,3,192.0,1,0,6,5,29,5,8,2,0,1,1,4,,8,0,7,850.0,120,1999,2000,2008
718,848,0,0,1,4,3,2,662.0,0.0,2,5,1.0,0.0,2,186.0,1,2,2,0,4,0,4,2,12,13,0,2,1,6,420.0,2.0,848,0,1,0,2,2179,1,2,3,0,4426,4,3,0,120,4,205.0,1,0,2,5,0,5,6,2,0,1,1,4,,8,0,3,848.0,140,2004,2004,2008
719,1838,0,0,2,2,3,1,1593.0,162.0,2,3,2.0,0.0,2,83.0,1,2,2,0,4,0,2,3,12,13,0,2,2,6,721.0,3.0,1838,0,1,0,6,2180,2,3,3,0,10126,0,3,0,90,4,0.0,2,0,7,5,67,5,6,2,0,1,1,0,,8,0,8,1838.0,160,1997,1998,2008
720,1445,0,0,3,0,3,2,24.0,0.0,2,5,0.0,0.0,2,1421.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,470.0,2.0,1445,0,1,0,2,2181,1,2,3,0,9750,4,3,0,20,3,50.0,3,0,6,5,35,5,7,2,0,1,1,4,,8,0,6,1445.0,0,2004,2004,2008
721,1564,0,0,3,0,3,3,56.0,0.0,2,5,0.0,0.0,2,1508.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,814.0,3.0,1564,0,1,0,2,2182,1,2,3,0,11058,0,3,0,20,3,212.0,3,0,2,5,24,6,7,2,0,1,1,4,,8,0,6,1564.0,0,2007,2007,2008
722,1361,0,0,3,0,3,0,24.0,0.0,2,5,0.0,0.0,2,1327.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,610.0,2.0,1361,0,1,0,2,2183,1,2,3,0,9627,4,3,0,20,3,0.0,2,0,6,5,50,5,7,2,0,1,1,4,,8,0,6,1351.0,0,2007,2007,2008
723,1092,0,0,3,0,3,3,609.0,0.0,4,5,0.0,0.0,3,483.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,264.0,1.0,1092,0,1,4,2,2184,1,3,3,0,9825,4,3,0,20,3,0.0,2,0,4,7,0,5,5,2,0,1,3,0,,0,161,6,1092.0,259,1966,1966,2008
724,1033,0,0,3,0,1,1,456.0,0.0,0,5,0.0,1.0,2,0.0,1,2,2,0,4,0,4,3,6,10,0,1,1,6,504.0,2.0,1033,0,1,0,6,2185,1,3,3,0,12102,4,3,0,85,3,222.0,1,0,4,7,0,5,5,2,0,1,1,3,,8,0,6,456.0,224,1976,1976,2008
725,1127,0,0,3,0,4,3,1033.0,0.0,1,5,0.0,1.0,3,94.0,1,2,2,0,4,138,4,3,6,10,1,1,1,6,480.0,2.0,1127,1,1,4,2,2186,1,3,3,0,6500,4,3,0,20,3,84.0,1,0,5,7,0,6,6,2,0,1,3,4,,8,0,6,1127.0,0,1976,1976,2008
726,1117,0,0,3,0,3,0,368.0,120.0,0,4,1.0,0.0,3,541.0,1,2,2,0,4,0,4,3,9,10,1,1,1,6,542.0,2.0,1117,0,1,4,7,2187,1,3,3,0,9638,1,0,0,80,3,0.0,2,0,11,7,0,6,6,2,0,1,3,4,,8,0,6,1029.0,292,1977,1977,2008
727,684,714,0,3,0,3,0,288.0,0.0,0,5,0.0,0.0,3,396.0,1,2,2,0,4,0,4,3,9,10,1,1,1,6,440.0,2.0,1398,1,1,4,5,2188,1,3,3,0,7200,4,3,0,60,3,0.0,2,0,2,7,0,7,6,2,0,1,3,4,,8,0,6,684.0,0,1976,2001,2008
728,3820,0,0,5,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,4,0,4,3,9,10,2,3,3,6,624.0,2.0,3820,1,1,4,2,2189,1,0,3,0,47007,4,0,0,20,3,0.0,2,0,7,7,372,7,5,2,0,1,1,4,,8,0,11,0.0,0,1959,1996,2008
729,1152,0,0,2,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,0,2,2,0,4,0,1,3,0,10,0,2,2,6,0.0,0.0,1152,0,1,4,2,2190,2,3,3,0,6012,0,3,0,90,3,0.0,2,0,6,7,0,5,4,0,0,1,1,1,,8,0,6,0.0,0,1955,1955,2008
730,1152,0,0,2,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,0,2,2,0,1,0,4,3,14,15,0,3,2,6,0.0,0.0,1152,0,1,4,2,2191,2,3,3,0,6845,4,3,0,90,3,58.0,0,0,7,7,0,5,4,0,0,1,1,4,,8,0,6,0.0,0,1955,1955,2008
731,784,0,0,2,1,3,0,784.0,0.0,0,5,1.0,0.0,3,0.0,0,2,2,0,2,0,4,3,13,14,0,1,1,6,0.0,0.0,784,0,1,4,2,2192,1,3,3,0,6931,4,3,0,190,3,0.0,2,0,5,7,0,5,4,2,0,1,3,4,,8,0,4,784.0,112,1955,1955,2008
732,585,468,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,585.0,1,2,2,0,1,0,4,3,13,14,0,2,1,6,0.0,0.0,1053,1,1,2,0,2193,1,0,3,0,12180,4,3,0,50,3,0.0,2,0,1,7,0,7,5,0,0,1,1,3,,8,0,5,585.0,42,1938,2007,2008
733,929,208,0,4,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,4,0,2,3,8,8,0,3,1,2,0.0,0.0,1137,1,1,2,0,2194,1,3,3,0,8050,4,3,0,50,3,0.0,2,0,4,7,0,8,5,2,0,1,1,4,,8,0,8,0.0,0,1947,1993,2008
734,930,0,0,2,0,3,3,767.0,0.0,4,5,0.0,0.0,2,144.0,1,2,2,0,4,0,4,3,8,8,0,1,1,6,286.0,1.0,930,0,1,4,2,2195,1,3,0,1,9520,4,3,0,20,3,115.0,3,3000,5,7,0,5,4,2,0,1,1,4,,8,0,5,911.0,134,1953,1953,2008
735,1204,0,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,0,416.0,1,2,2,0,0,0,4,3,13,14,0,1,1,6,312.0,1.0,1204,0,1,2,7,2196,1,3,0,1,7692,4,3,0,80,3,0.0,2,0,11,7,0,6,4,2,0,1,1,0,,8,0,6,416.0,0,1954,1954,2008
736,949,343,0,3,0,3,3,224.0,0.0,0,5,0.0,0.0,3,725.0,1,2,2,0,4,183,4,3,13,14,0,2,1,6,205.0,1.0,1292,1,1,4,0,2197,1,2,3,0,5142,4,3,0,30,3,0.0,2,0,6,7,0,7,4,0,0,1,1,4,,8,0,6,949.0,0,1923,2008,2008
737,1424,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1228.0,1,2,2,0,4,90,4,3,14,15,1,0,2,6,312.0,1.0,1424,0,1,0,2,2198,1,3,3,0,7290,0,3,0,30,3,174.0,1,0,4,18,0,8,7,2,0,1,1,4,,8,0,7,1228.0,0,1921,1950,2008
738,960,960,0,4,2,3,3,281.0,679.0,0,4,2.0,0.0,3,0.0,1,2,2,0,4,121,4,3,11,12,2,0,2,6,480.0,2.0,1920,2,1,0,4,2199,2,3,3,0,7804,4,3,0,90,3,0.0,2,0,7,18,0,7,6,2,0,1,1,0,,8,0,10,960.0,248,1930,1950,2008
739,672,644,0,2,0,3,3,379.0,0.0,1,5,1.0,0.0,3,265.0,1,2,2,0,4,0,4,3,13,14,1,0,1,6,369.0,1.0,1316,0,1,0,5,2200,1,3,0,0,8969,4,3,0,70,3,0.0,2,0,7,6,0,6,6,1,0,1,2,4,,8,192,6,644.0,0,1926,1950,2008
740,676,588,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,676.0,1,2,2,0,4,0,4,3,13,15,0,0,1,6,400.0,2.0,1264,0,1,0,0,2201,1,3,3,0,15564,4,3,0,50,3,0.0,2,400,1,6,0,6,6,2,0,1,1,4,,8,0,6,676.0,424,1914,1995,2008
741,798,714,0,3,0,3,3,406.0,0.0,0,5,1.0,0.0,1,392.0,1,2,2,0,4,41,2,2,11,12,1,2,2,6,180.0,1.0,1512,0,1,0,5,2202,1,2,3,0,7609,0,3,0,70,3,0.0,2,0,6,6,16,9,8,1,0,1,1,4,,8,0,7,798.0,85,1925,1997,2008
742,819,784,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,784.0,1,2,2,0,4,0,4,3,13,10,1,0,1,6,599.0,2.0,1603,0,1,4,5,2203,1,3,1,0,9650,0,0,0,70,3,0.0,2,0,6,6,217,3,6,2,0,1,3,4,,8,0,7,784.0,0,1923,1950,2008
743,1265,673,0,4,0,3,3,606.0,0.0,1,5,0.0,0.0,3,336.0,1,2,2,0,4,0,4,3,14,15,1,1,2,3,240.0,1.0,1938,0,1,0,0,2204,1,2,1,1,11700,4,0,0,50,3,0.0,2,0,7,6,40,6,5,2,0,1,1,4,,8,0,7,942.0,0,1937,1995,2008
744,932,442,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,884.0,1,1,2,0,1,0,4,3,13,14,0,0,1,6,225.0,1.0,1374,0,1,4,0,2205,1,3,1,0,9260,4,0,0,50,3,0.0,2,0,3,6,0,4,5,2,0,1,1,4,,8,100,6,884.0,64,1938,1950,2008
745,1091,0,0,2,0,3,3,500.0,0.0,4,5,0.0,1.0,3,591.0,0,1,2,0,0,0,1,3,14,10,1,2,1,6,344.0,1.0,1091,0,1,1,2,2206,1,3,3,0,7801,0,0,0,20,3,88.0,1,0,5,6,105,5,6,2,0,1,3,4,,8,221,5,1091.0,66,1951,1951,2008
746,983,890,0,4,0,0,3,210.0,0.0,3,5,0.0,0.0,3,398.0,1,2,2,0,4,207,4,3,3,12,2,2,1,6,786.0,2.0,1873,1,1,4,5,2207,1,3,1,1,9670,4,0,0,70,3,40.0,3,0,6,6,0,6,8,2,0,1,1,2,,8,0,9,608.0,0,1935,1950,2008
747,1218,943,0,3,0,1,3,435.0,0.0,2,5,1.0,0.0,3,397.0,1,2,2,0,4,0,2,3,12,13,2,1,2,6,506.0,2.0,2161,1,1,0,0,2208,1,2,0,0,12392,4,3,0,50,3,0.0,2,0,4,6,96,9,7,2,0,1,1,4,,8,0,8,832.0,0,1950,2000,2008
748,1898,0,0,3,0,3,3,1116.0,0.0,4,5,0.0,0.0,3,782.0,1,2,2,0,0,224,4,3,3,8,2,2,2,6,484.0,2.0,1898,1,1,0,2,2209,1,3,3,0,26073,1,0,0,20,3,0.0,2,0,4,6,51,5,5,2,0,1,1,4,,8,0,7,1898.0,0,1956,1956,2008
749,516,516,0,2,3,3,3,366.0,0.0,2,5,0.0,0.0,2,150.0,1,2,2,0,4,0,4,3,8,8,1,1,1,6,462.0,2.0,1032,0,1,4,5,2210,1,3,3,0,1879,1,3,0,160,4,0.0,2,0,12,1,0,6,6,2,0,1,1,4,,8,0,5,516.0,213,1980,1980,2008
750,919,0,0,2,0,3,3,299.0,40.0,4,2,1.0,0.0,3,555.0,1,2,2,0,4,116,2,3,12,13,0,0,1,6,195.0,1.0,919,0,1,4,2,2211,1,3,3,0,7000,4,3,0,30,4,0.0,2,0,7,9,0,8,6,1,0,1,1,4,,8,0,5,894.0,0,1926,1998,2008
751,760,330,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,1,720.0,1,2,2,0,4,0,4,3,12,13,0,1,1,6,240.0,1.0,1090,0,1,2,0,2212,1,3,3,0,6000,4,3,0,50,4,0.0,2,0,7,9,0,8,6,2,0,1,1,4,,8,0,5,720.0,0,1940,2006,2008
752,780,420,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,780.0,1,2,2,0,0,96,4,3,13,14,0,1,1,6,0.0,0.0,1200,0,1,2,0,2213,1,3,3,0,8155,4,3,0,50,4,0.0,2,0,7,9,0,7,5,2,0,1,1,4,,8,0,7,780.0,0,1930,1950,2008
753,1092,564,0,3,0,3,2,257.0,0.0,4,5,0.0,0.0,2,367.0,1,2,2,0,4,0,4,1,6,10,1,1,1,4,288.0,1.0,1656,1,1,0,7,2214,1,3,3,0,6000,4,3,0,80,4,0.0,2,0,7,9,180,5,5,2,0,1,3,4,,8,100,7,624.0,0,1967,1967,2008
754,912,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,520.0,1,2,2,0,0,0,4,3,13,14,0,0,1,6,360.0,1.0,912,0,1,4,2,2215,1,3,3,0,7392,4,3,0,30,4,0.0,2,0,5,9,90,7,5,2,0,1,1,4,,8,0,5,520.0,0,1930,1995,2008
755,1151,804,0,4,0,3,3,330.0,0.0,0,5,0.0,0.0,3,821.0,1,2,2,0,0,0,4,3,14,15,0,1,2,6,356.0,1.0,1955,0,1,2,0,2216,1,3,3,0,9000,4,3,0,50,4,162.0,1,0,1,9,0,5,5,2,0,1,1,4,,8,0,7,1151.0,0,1958,1958,2008
756,733,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,0,2,2,0,0,0,3,1,0,13,0,3,1,6,487.0,2.0,733,0,5,3,2,2217,1,1,2,1,14584,4,3,0,20,3,0.0,2,0,2,9,0,5,1,0,0,1,1,0,,8,0,4,0.0,0,1952,1952,2008
757,825,536,0,2,0,0,3,0.0,0.0,5,5,0.0,0.0,4,173.0,0,1,2,0,4,0,4,3,13,14,0,4,1,6,185.0,1.0,1361,0,1,0,5,2218,1,3,3,0,5280,0,3,0,70,0,0.0,2,0,7,9,123,7,4,2,0,1,1,4,,8,0,6,173.0,0,1895,1950,2008
758,671,378,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,4,356.0,0,1,2,0,0,0,4,3,9,10,0,2,1,6,195.0,1.0,1049,0,1,4,0,2219,1,3,3,0,5150,0,3,0,50,0,0.0,2,0,5,9,0,7,4,0,0,1,1,4,,8,0,5,356.0,0,1910,2000,2008
759,432,432,0,3,0,0,2,0.0,0.0,5,5,0.0,0.0,1,592.0,1,2,2,0,4,160,4,3,8,8,0,4,1,3,216.0,1.0,864,1,1,0,5,2220,1,1,0,0,9000,4,3,0,70,0,0.0,2,0,6,9,30,6,4,0,0,1,1,4,,8,0,5,592.0,0,1920,1950,2008
760,1648,0,153,2,4,3,1,1476.0,0.0,2,5,1.0,1.0,0,120.0,1,2,2,0,4,0,4,0,5,5,1,2,2,6,525.0,2.0,1648,0,1,0,2,2221,1,0,1,1,3843,4,0,0,120,4,186.0,3,0,8,6,53,5,8,2,0,1,3,5,,6,0,5,1596.0,162,2007,2008,2008
761,1646,0,0,2,4,3,1,1474.0,0.0,2,5,1.0,1.0,0,120.0,1,2,2,0,4,0,4,2,5,5,1,2,2,6,482.0,2.0,1646,0,1,0,2,2222,1,0,1,1,3811,4,0,0,120,4,174.0,3,0,7,6,53,5,7,2,0,1,3,4,,8,155,5,1594.0,128,2004,2005,2008
762,2032,0,0,3,0,3,2,700.0,0.0,2,5,1.0,0.0,0,1140.0,1,2,2,0,4,192,4,2,8,8,0,2,3,6,786.0,3.0,2032,0,1,0,2,2223,1,2,3,0,23730,4,1,0,20,3,668.0,1,0,9,11,46,5,7,2,0,1,1,4,,8,0,7,1840.0,0,1996,1997,2008
763,910,910,0,3,0,3,2,0.0,0.0,5,5,0.0,0.0,2,910.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,816.0,3.0,1820,1,1,0,5,2224,1,2,3,0,11050,4,3,0,60,3,0.0,2,0,9,11,32,5,7,2,0,1,1,4,,8,0,8,910.0,318,1996,1997,2008
764,936,936,0,4,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,4,0,4,3,9,10,0,1,2,6,484.0,2.0,1872,2,1,4,5,2225,2,3,3,0,10260,4,3,0,90,3,0.0,2,0,11,11,0,4,5,2,0,1,1,0,,8,0,8,0.0,0,1976,1976,2008
765,1689,0,0,3,0,3,3,1383.0,0.0,0,5,1.0,0.0,2,297.0,1,2,2,0,4,0,4,3,6,6,1,2,2,6,432.0,2.0,1689,0,1,2,2,2226,1,3,3,0,9990,4,3,0,20,3,0.0,2,0,7,11,120,5,4,2,0,1,1,4,,8,0,6,1680.0,428,1991,1991,2008
766,1501,0,0,2,4,3,0,893.0,0.0,2,5,1.0,0.0,2,384.0,1,2,2,0,4,0,4,2,12,13,1,1,2,6,512.0,2.0,1501,0,1,2,2,2227,1,2,3,0,4084,4,0,0,120,3,340.0,1,0,7,23,0,6,7,2,0,1,1,4,,8,0,6,1277.0,240,1986,1986,2008
767,1537,0,0,3,0,3,1,1036.0,0.0,2,5,1.0,0.0,0,482.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,788.0,3.0,1537,0,1,0,2,2228,1,2,1,0,11563,4,0,0,20,3,258.0,3,0,4,23,26,5,8,2,0,1,3,4,,8,0,8,1518.0,0,2006,2007,2008
768,920,860,0,3,0,3,0,770.0,0.0,2,5,1.0,0.0,2,150.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,612.0,2.0,1780,1,1,0,5,2229,1,2,1,0,12852,0,0,0,60,3,0.0,2,0,1,23,192,5,8,2,0,1,1,5,,6,0,6,920.0,0,2007,2007,2008
769,712,730,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,352.0,1,2,2,0,4,0,4,3,12,13,0,2,2,6,400.0,2.0,1442,1,1,2,7,2230,1,3,3,0,9802,4,3,0,80,3,0.0,2,0,4,23,0,5,5,2,0,1,1,4,,8,0,6,352.0,100,2006,2007,2008
770,796,816,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,796.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,666.0,3.0,1612,1,1,0,5,2231,1,2,1,0,12018,0,0,0,60,3,60.0,3,0,10,23,64,5,7,2,0,1,1,5,,6,0,6,796.0,0,2008,2008,2008
771,1495,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1495.0,1,2,2,0,4,192,4,3,13,14,1,1,2,6,438.0,2.0,1495,0,1,0,2,2232,1,3,3,0,12890,4,0,0,20,3,128.0,1,0,7,23,0,5,6,2,0,1,1,4,,8,0,8,1495.0,252,1989,1989,2008
772,1256,0,0,3,0,1,0,920.0,60.0,2,4,0.0,0.0,2,276.0,1,2,2,0,4,0,2,2,9,6,1,1,2,6,578.0,2.0,1256,0,1,0,2,2233,1,2,3,0,18265,0,3,0,20,3,228.0,1,0,3,23,0,5,6,2,0,1,1,4,,8,0,6,1256.0,282,1986,1986,2008
773,1440,0,0,3,0,3,0,1029.0,0.0,2,5,1.0,0.0,0,403.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,467.0,2.0,1440,0,1,0,2,2234,1,2,3,0,11202,4,0,0,20,3,206.0,1,0,6,23,95,5,8,2,0,1,3,4,,8,0,7,1432.0,185,2003,2003,2008
774,1675,0,0,3,0,3,2,1223.0,0.0,2,5,1.0,0.0,0,443.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,435.0,2.0,1675,0,1,0,2,2235,1,2,3,0,7915,4,0,0,20,3,0.0,2,0,12,23,52,5,6,2,0,1,3,4,,8,0,6,1666.0,165,1999,2000,2008
775,1728,0,0,3,0,3,0,1011.0,0.0,2,5,1.0,0.0,2,873.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,520.0,2.0,1728,0,1,0,2,2236,1,2,1,0,11449,4,0,0,20,3,0.0,2,0,1,23,276,5,8,2,0,1,1,4,,8,0,7,1884.0,0,2007,2007,2008
776,1964,0,0,3,0,3,0,1571.0,0.0,2,5,1.0,0.0,0,393.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,892.0,3.0,1964,1,1,0,2,2237,1,2,3,0,11447,4,0,0,20,3,674.0,1,0,6,23,265,5,8,2,0,1,1,4,,8,0,7,1964.0,0,2005,2006,2008
777,1344,0,0,2,2,1,1,1309.0,0.0,2,5,2.0,0.0,2,35.0,1,2,2,0,4,0,2,3,12,13,0,2,2,6,784.0,4.0,1344,0,1,0,6,2238,2,3,3,0,8940,0,0,0,90,4,200.0,1,0,11,11,0,5,7,2,0,1,1,2,,8,0,8,1344.0,0,1997,1998,2008
778,1092,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1092.0,1,1,0,0,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1092,0,1,0,2,2239,1,3,3,0,9278,2,3,0,20,3,0.0,2,0,2,11,52,5,5,2,0,1,1,0,,8,0,5,1092.0,0,2007,2008,2008
779,1189,0,0,2,4,3,3,864.0,0.0,2,5,1.0,0.0,0,325.0,1,2,2,0,4,0,4,3,12,13,0,2,2,6,392.0,2.0,1189,0,1,0,2,2240,1,3,3,0,4500,2,3,0,120,4,197.0,1,0,4,11,122,5,6,2,0,1,3,4,,8,0,4,1189.0,0,1997,1997,2008
780,1200,0,0,3,0,3,0,865.0,247.0,0,3,1.0,0.0,2,88.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,850.0,3.0,1200,0,1,2,6,2241,1,3,3,0,14137,0,3,0,85,3,98.0,1,0,11,11,119,5,4,2,0,1,1,4,,3,171,6,1200.0,0,1964,1964,2008
781,1040,0,0,3,4,3,3,769.0,0.0,2,5,0.0,0.0,2,271.0,1,2,2,0,4,0,4,3,5,5,0,2,1,6,499.0,2.0,1040,0,1,2,2,2242,1,3,3,0,4224,4,3,0,120,4,0.0,2,0,6,10,100,6,5,2,0,1,1,4,,8,0,6,1040.0,0,1975,1975,2008
782,925,550,0,4,4,3,3,318.0,0.0,0,5,0.0,0.0,2,232.0,1,2,2,0,4,0,4,3,5,5,1,2,2,6,336.0,1.0,1475,0,1,4,5,2243,1,3,3,0,2665,4,3,0,160,4,0.0,2,0,5,10,26,7,5,2,0,1,1,4,,8,0,6,550.0,92,1976,1976,2008
783,526,462,0,2,3,3,0,501.0,0.0,2,5,1.0,0.0,2,25.0,1,2,2,0,4,0,2,3,5,5,0,1,1,6,297.0,1.0,988,0,1,2,6,2244,1,3,3,0,1974,4,3,0,180,4,0.0,2,0,6,10,101,7,4,2,0,1,1,4,,8,0,5,526.0,120,1973,2006,2008
784,526,462,120,1,3,3,1,437.0,0.0,2,5,1.0,0.0,2,25.0,1,2,2,0,4,0,4,3,5,5,1,1,1,6,297.0,1.0,988,0,1,4,7,2245,1,3,3,0,1596,4,3,0,180,4,0.0,2,0,7,10,101,6,4,2,0,1,1,4,,8,0,4,462.0,0,1973,1973,2008
785,1160,0,0,3,0,3,3,785.0,0.0,0,5,1.0,0.0,3,328.0,1,2,2,0,4,0,2,3,9,10,0,1,1,6,257.0,1.0,1160,0,1,0,2,2246,1,2,3,0,17979,0,0,0,20,3,0.0,2,500,2,11,0,6,5,2,0,1,1,4,,8,0,6,1113.0,81,1968,1968,2008
786,546,546,0,3,3,3,3,358.0,0.0,2,5,0.0,0.0,3,188.0,1,2,2,0,4,0,2,3,5,5,0,1,2,6,0.0,0.0,1092,1,1,0,5,2247,1,3,3,0,1477,4,3,0,160,4,0.0,2,0,3,10,0,9,6,2,0,1,1,4,,8,0,6,546.0,187,1970,2007,2008
787,816,0,0,2,0,3,3,534.0,0.0,2,5,0.0,1.0,3,282.0,1,2,2,0,4,0,2,3,12,13,0,1,1,6,264.0,1.0,816,0,1,0,2,2248,1,3,3,0,6490,4,3,0,20,3,0.0,2,0,4,11,0,7,5,2,0,1,1,4,,8,0,4,816.0,315,1983,1983,2008
788,845,0,0,3,0,3,3,638.0,0.0,2,5,0.0,0.0,3,207.0,1,2,2,0,4,0,4,3,6,10,0,1,1,6,264.0,1.0,845,0,1,2,2,2249,1,2,3,0,6600,4,3,0,20,3,0.0,2,0,7,11,0,6,5,2,0,1,1,4,,8,0,6,845.0,0,1982,2005,2008
789,889,0,0,3,0,3,3,647.0,0.0,0,5,0.0,0.0,3,217.0,1,2,2,0,4,0,4,3,6,10,0,1,1,6,484.0,2.0,889,0,1,4,2,2250,1,3,3,0,12395,0,3,0,20,3,0.0,2,0,4,11,0,6,5,2,0,1,1,4,,8,0,6,864.0,0,1984,1984,2008
790,1150,686,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,686.0,1,2,2,0,4,0,4,3,13,14,0,0,2,0,288.0,1.0,1836,0,1,0,4,2251,1,3,2,0,56600,4,0,0,70,3,0.0,2,0,1,9,0,1,5,0,0,1,3,4,,8,0,7,686.0,0,1900,1950,2008
791,1587,0,0,3,0,3,3,838.0,0.0,1,5,0.0,0.0,3,749.0,1,2,2,0,4,0,4,3,8,8,1,1,2,6,525.0,2.0,1587,0,1,4,2,2252,1,3,3,0,10667,4,3,0,20,3,302.0,1,0,3,12,44,6,6,2,0,1,1,4,,8,0,7,1587.0,0,1971,1971,2007
792,754,630,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,384.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,390.0,2.0,1384,1,1,2,7,2253,1,3,1,0,8872,4,0,0,80,3,0.0,2,0,3,8,0,5,6,2,0,1,1,4,,8,0,7,384.0,0,1997,1997,2007
793,924,770,0,3,0,3,3,186.0,0.0,3,5,0.0,0.0,2,206.0,1,2,2,0,4,0,4,3,6,6,1,2,2,6,398.0,2.0,1694,1,1,2,7,2254,1,3,3,0,10147,1,0,0,80,3,32.0,1,0,3,8,64,5,6,2,0,1,1,4,,8,0,7,392.0,256,1994,1994,2007
794,947,767,0,3,0,3,3,871.0,0.0,0,5,1.0,0.0,2,52.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,451.0,2.0,1714,1,1,2,5,2255,1,3,3,0,8637,4,0,0,60,3,0.0,2,0,4,8,48,5,6,2,0,1,1,0,,8,0,7,923.0,256,1999,2000,2007
795,691,862,0,3,0,3,3,414.0,0.0,4,5,0.0,0.0,2,277.0,1,2,2,0,4,0,4,2,6,6,0,2,2,6,420.0,2.0,1553,1,1,2,5,2256,1,2,3,0,7875,4,3,0,60,3,0.0,2,0,8,8,44,5,7,2,0,1,1,4,,8,0,6,691.0,0,1996,1996,2007
796,957,1342,0,5,0,3,3,0.0,0.0,5,5,0.0,0.0,2,938.0,1,2,2,0,4,0,4,3,12,13,1,2,3,6,482.0,2.0,2299,1,1,0,5,2257,1,3,3,0,7500,4,3,0,60,3,0.0,2,0,8,8,30,5,6,2,0,1,1,4,,8,0,7,938.0,188,1999,2003,2007
797,1187,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1168.0,1,2,2,0,4,0,4,3,6,6,0,2,2,6,420.0,2.0,1187,0,1,2,2,2258,1,2,3,0,9556,0,0,0,20,3,52.0,1,0,8,8,21,5,7,2,0,1,1,4,,8,0,6,1168.0,0,1992,1993,2007
798,910,732,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,903.0,1,2,2,0,4,0,4,3,6,6,1,2,2,6,392.0,2.0,1642,1,1,2,5,2259,1,3,3,0,7655,1,0,0,60,3,0.0,2,0,7,8,84,5,6,2,0,1,1,4,,8,0,7,903.0,290,1993,1994,2007
