,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,NewNeighborhood
1195,1117,1089,0,4,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1090.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,670.0,3.0,2206,1,1,0,5,2656,1,0,3,0,13975,0,0,0,60,3,525.0,1,0,8,16,95,5,9,2,0,1,3,5,,6,0,10,1090.0,148,2005,2006,2006,2.0,1.0,6,5,2206,0,1,1,0,175.09727626459144
1196,1625,466,0,3,0,1,0,1290.0,0.0,2,5,1.0,0.0,0,316.0,1,2,2,0,4,0,4,0,8,8,1,2,2,6,521.0,2.0,2091,1,1,0,5,2657,1,0,3,0,9942,4,0,0,60,3,385.0,1,0,5,16,84,5,9,2,0,1,1,5,,6,0,8,1606.0,194,2005,2006,2006,3.0,1.0,6,5,2091,1,1,1,0,175.09727626459144
1197,1209,1044,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,0,1209.0,1,2,2,0,4,0,4,2,5,5,1,2,2,6,575.0,2.0,2253,1,1,0,5,2658,1,0,3,0,12867,0,0,0,60,3,,2,0,7,16,142,5,8,2,0,1,1,5,,6,0,8,1209.0,243,2005,2006,2006,2.0,1.0,6,5,2253,0,1,1,0,175.09727626459144
1198,1054,1335,0,4,0,3,1,0.0,0.0,5,5,0.0,0.0,0,1054.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,672.0,3.0,2389,1,1,2,5,2659,1,2,3,0,10672,4,0,0,60,3,0.0,2,0,11,16,64,5,8,2,0,1,1,5,,6,0,10,1054.0,176,2006,2006,2006,2.0,1.0,5,5,2389,0,1,1,0,175.09727626459144
1199,1544,814,0,4,0,3,0,880.0,0.0,2,5,1.0,0.0,0,644.0,1,2,2,0,4,0,4,2,8,8,1,2,2,6,784.0,3.0,2358,1,1,0,5,2660,1,0,3,0,11643,4,0,0,60,3,142.0,1,0,8,16,34,5,8,2,0,1,3,5,,6,0,10,1524.0,120,2005,2006,2006,3.0,1.0,6,5,2358,1,1,1,0,175.09727626459144
1200,1792,0,0,2,0,3,1,1232.0,0.0,2,5,1.0,0.0,0,560.0,1,2,2,0,4,0,4,0,12,13,1,2,2,6,925.0,3.0,1792,0,1,0,2,2661,1,2,3,0,13758,4,0,0,20,3,430.0,1,0,3,16,49,5,9,2,0,1,1,5,,6,0,6,1792.0,204,2005,2006,2006,3.0,0.0,6,5,1792,1,0,1,0,175.09727626459144
1201,1780,0,0,2,0,3,1,1383.0,0.0,2,5,1.0,0.0,0,397.0,1,2,2,0,4,0,4,0,8,8,1,2,2,6,816.0,3.0,1780,0,1,0,2,2662,1,0,3,0,14828,0,0,0,20,3,674.0,1,0,8,16,68,5,9,2,0,1,3,4,,8,0,7,1780.0,144,2004,2005,2006,3.0,0.0,7,6,1780,1,0,1,0,175.09727626459144
1202,1426,488,0,3,0,3,3,994.0,0.0,2,5,1.0,0.0,2,426.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,746.0,3.0,1914,1,1,0,5,2663,1,2,3,0,13215,0,0,0,60,3,112.0,1,0,2,16,127,5,8,2,0,1,1,4,,8,0,9,1420.0,168,2004,2004,2006,3.0,1.0,7,7,1914,1,1,1,0,175.09727626459144
1203,1565,0,0,2,4,3,3,472.0,0.0,2,5,1.0,0.0,0,1088.0,1,2,2,0,4,0,4,0,8,8,1,2,2,6,556.0,2.0,1565,0,1,0,2,2664,1,0,3,0,5911,4,3,0,120,3,278.0,1,0,3,16,56,5,9,2,0,1,3,4,,8,0,6,1560.0,196,2005,2005,2006,3.0,0.0,6,6,1565,1,0,1,0,175.09727626459144
1204,1686,0,0,1,4,1,3,1023.0,0.0,2,5,1.0,0.0,0,663.0,1,2,2,0,4,0,4,2,8,8,1,2,2,6,899.0,3.0,1686,0,1,0,2,2665,1,0,3,0,7740,4,3,0,20,3,518.0,1,0,6,16,100,5,9,2,0,1,3,5,,6,0,6,1686.0,266,2006,2006,2006,3.0,0.0,5,5,1686,1,0,1,0,175.09727626459144
1205,1666,0,0,2,4,1,3,415.0,0.0,2,5,1.0,0.0,0,1251.0,1,2,2,0,4,0,4,0,8,8,1,2,2,6,575.0,2.0,1666,0,1,0,2,2666,1,2,3,0,6373,4,3,0,120,3,572.0,1,0,6,16,75,5,9,2,0,1,3,5,,6,0,6,1666.0,228,2006,2006,2006,3.0,0.0,5,5,1666,1,0,1,0,175.09727626459144
1206,728,728,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,728.0,1,6,2,0,4,0,4,2,12,13,1,2,2,6,390.0,2.0,1456,1,1,0,5,2667,1,2,3,0,10237,4,3,0,60,3,0.0,2,0,2,8,24,5,6,2,0,1,1,5,,6,0,8,728.0,0,2005,2006,2006,2.0,1.0,6,5,1456,0,1,1,0,100.61145080600333
1207,738,754,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,738.0,1,6,2,0,4,0,4,2,12,13,0,2,2,6,440.0,2.0,1492,1,1,0,5,2668,1,2,3,0,10237,4,3,0,60,3,0.0,2,0,9,8,32,5,7,2,0,1,1,5,,6,0,8,738.0,0,2006,2006,2006,2.0,1.0,5,5,1492,0,1,1,0,100.61145080600333
1208,1326,0,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1326.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,427.0,2.0,1326,0,1,0,2,2669,1,2,3,0,11660,4,0,0,20,3,0.0,2,0,7,8,0,5,6,2,0,1,1,5,,6,0,6,1326.0,100,2006,2006,2006,2.0,0.0,5,5,1326,0,0,1,0,100.61145080600333
1209,1052,1321,0,4,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1052.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,632.0,3.0,2373,1,1,0,5,2670,1,2,3,0,11631,0,0,0,60,3,236.0,1,0,6,8,46,5,8,2,0,1,1,5,,6,0,9,1052.0,120,2004,2005,2006,2.0,1.0,7,6,2373,0,1,1,0,100.61145080600333
1210,738,754,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,738.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,440.0,2.0,1492,1,1,0,5,2671,1,2,3,0,9073,4,0,0,60,3,0.0,2,0,10,8,32,5,7,2,0,1,1,5,,6,0,8,738.0,100,2006,2006,2006,2.0,1.0,5,5,1492,0,1,1,0,100.61145080600333
1211,1364,0,0,2,4,3,0,453.0,0.0,2,5,1.0,0.0,2,767.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,437.0,2.0,1364,0,1,0,2,2672,1,2,3,0,3087,4,3,0,120,3,14.0,1,0,11,0,16,5,7,2,0,1,1,5,,6,0,6,1220.0,100,2006,2006,2006,3.0,0.0,5,5,1364,1,0,1,0,106.17009449694275
1212,1511,0,0,2,4,3,0,1038.0,0.0,2,5,1.0,0.0,2,330.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,398.0,2.0,1511,0,1,0,2,2673,1,2,3,0,2938,4,3,0,120,3,40.0,1,0,5,0,30,5,7,2,0,1,1,4,,8,0,5,1368.0,130,2002,2002,2006,3.0,0.0,9,9,1511,1,0,1,0,106.17009449694275
1213,1548,0,0,2,4,3,3,1059.0,0.0,2,5,1.0,0.0,2,306.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,388.0,2.0,1548,0,1,0,2,2674,1,2,3,0,3072,4,3,0,120,4,18.0,1,0,9,0,20,5,7,2,0,1,3,4,,8,0,7,1365.0,143,2004,2004,2006,3.0,0.0,7,7,1548,1,0,1,0,106.17009449694275
1214,1142,0,0,2,4,3,1,16.0,0.0,2,5,0.0,0.0,2,1126.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,440.0,2.0,1142,0,1,0,2,2675,1,2,3,0,3010,4,3,0,120,3,14.0,1,0,6,0,0,5,7,2,0,1,1,5,,6,0,6,1142.0,90,2005,2006,2006,2.0,0.0,6,5,1142,1,0,1,0,106.17009449694275
1215,848,750,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,848.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,433.0,2.0,1598,1,1,0,5,2676,1,2,3,0,9171,4,0,0,60,3,0.0,2,0,7,8,48,5,7,2,0,1,1,4,,8,0,7,848.0,100,2004,2005,2006,2.0,1.0,7,6,1598,0,1,1,0,100.61145080600333
1216,1008,881,0,3,0,3,3,732.0,0.0,0,5,0.0,0.0,2,250.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,431.0,2.0,1889,1,1,0,5,2677,1,3,3,0,8658,4,0,0,60,3,0.0,2,0,4,8,0,5,6,2,0,1,1,4,,8,0,9,982.0,0,2000,2000,2006,2.0,1.0,11,11,1889,1,1,1,0,100.61145080600333
1217,1082,1240,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1035.0,1,2,2,0,4,0,4,2,12,13,0,2,3,6,617.0,3.0,2322,1,1,2,5,2678,1,2,3,0,12104,3,0,0,60,3,0.0,2,0,8,8,45,5,7,2,0,1,1,5,,6,0,8,1035.0,400,2006,2006,2006,3.0,1.0,5,5,2322,0,1,1,0,100.61145080600333
1218,1079,897,0,3,0,3,3,791.0,0.0,2,5,1.0,0.0,2,253.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,885.0,3.0,1976,1,1,0,5,2679,1,2,3,0,9660,4,0,0,60,3,242.0,1,0,2,15,31,5,8,2,0,1,1,4,,8,0,7,1044.0,210,1998,1998,2006,3.0,1.0,13,13,1976,1,1,1,0,167.59310728182325
1219,1205,1029,0,3,0,3,2,505.0,0.0,2,5,1.0,0.0,2,655.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,768.0,3.0,2234,1,1,0,5,2680,1,2,3,0,9545,0,3,0,60,3,322.0,1,0,6,15,50,5,8,2,0,1,1,4,,8,0,7,1160.0,0,2000,2000,2006,3.0,1.0,11,11,2234,1,1,1,0,167.59310728182325
1220,1540,1315,0,4,0,3,0,1182.0,0.0,2,5,1.0,0.0,0,358.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,774.0,3.0,2855,1,1,0,5,2681,1,0,3,0,9233,4,0,0,60,3,877.0,1,0,3,15,55,5,9,2,0,1,1,4,,8,0,9,1540.0,247,2000,2000,2006,3.0,1.0,11,11,2855,1,1,1,0,167.59310728182325
1221,1358,1368,0,4,0,3,3,527.0,0.0,0,5,0.0,0.0,2,815.0,1,2,2,0,4,168,4,2,12,13,1,2,2,6,725.0,3.0,2726,1,1,0,5,2682,1,2,3,0,10019,4,0,0,60,3,397.0,1,0,6,15,169,5,8,2,0,1,3,4,,8,0,9,1342.0,307,1995,1995,2006,2.0,1.0,16,16,2726,1,1,1,0,167.59310728182325
1222,1933,1567,0,4,0,3,1,292.0,1393.0,4,2,1.0,0.0,0,48.0,1,2,2,0,4,0,2,2,8,8,1,2,3,6,959.0,3.0,3500,1,1,0,5,2683,1,0,3,0,17242,4,0,0,60,3,738.0,1,0,5,15,86,5,9,2,0,1,3,4,,8,210,11,1733.0,870,1993,1994,2006,4.0,1.0,18,17,3500,1,1,1,0,167.59310728182325
1223,1305,1189,0,4,0,3,1,380.0,168.0,2,1,1.0,0.0,2,742.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,803.0,3.0,2494,1,1,0,5,2684,1,2,3,0,10236,4,0,0,60,3,501.0,1,0,6,15,95,5,8,2,0,1,1,4,,8,0,9,1290.0,200,1994,1995,2006,3.0,1.0,17,16,2494,1,1,1,0,167.59310728182325
1224,1565,1234,0,3,0,3,3,247.0,1039.0,3,2,1.0,0.0,2,0.0,1,2,2,0,4,0,4,2,6,7,1,2,2,6,704.0,3.0,2799,1,1,0,5,2685,1,2,3,0,12585,4,0,0,60,3,420.0,1,0,10,15,136,5,8,2,0,1,1,4,,8,0,8,1286.0,432,1993,1993,2006,3.0,1.0,18,18,2799,1,1,1,0,167.59310728182325
1225,1116,848,0,3,0,1,3,0.0,0.0,5,5,0.0,0.0,2,1100.0,1,6,2,0,4,0,4,2,5,5,1,2,2,6,760.0,2.0,1964,1,1,0,5,2686,1,2,3,0,12447,4,0,0,60,3,192.0,3,0,1,21,70,5,8,2,0,1,1,5,,6,0,8,1100.0,200,2005,2006,2006,2.0,1.0,6,5,1964,0,1,1,0,125.34741523068371
1226,1670,0,0,2,0,1,3,1562.0,0.0,2,5,1.0,0.0,0,108.0,1,6,2,0,4,200,4,2,12,13,1,2,2,6,928.0,3.0,1670,1,1,0,2,2687,1,2,3,0,15218,1,0,0,20,3,,2,0,9,21,240,5,8,2,0,1,1,5,,6,0,6,1670.0,0,2006,2006,2006,3.0,1.0,5,5,1670,1,0,1,0,125.34741523068371
1227,1504,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1504.0,1,1,2,0,4,0,4,2,12,13,0,2,2,6,510.0,2.0,1504,0,1,0,2,2688,1,2,3,0,10936,0,3,0,20,3,60.0,1,0,9,21,0,5,8,2,0,1,1,5,,6,0,7,1504.0,144,2006,2006,2006,2.0,0.0,5,5,1504,0,0,1,0,125.34741523068371
1228,1278,0,0,2,0,3,3,24.0,0.0,2,5,0.0,0.0,2,1254.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,584.0,2.0,1278,0,1,0,2,2689,1,2,3,0,8640,4,3,0,20,1,0.0,2,0,10,21,60,5,8,2,0,1,1,5,,6,0,5,1278.0,0,2006,2006,2006,2.0,0.0,5,5,1278,1,0,1,0,125.34741523068371
1229,2036,604,0,3,0,3,3,1836.0,0.0,2,5,1.0,0.0,0,200.0,1,1,2,0,4,0,4,2,12,13,1,2,3,6,792.0,3.0,2640,1,1,0,5,2690,1,0,3,0,13162,0,3,0,60,1,0.0,2,0,11,21,265,5,9,2,0,1,1,5,,6,0,11,2036.0,0,2006,2006,2006,4.0,1.0,5,5,2640,1,1,1,0,125.34741523068371
1230,858,858,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,858.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,615.0,2.0,1716,1,1,0,5,2691,1,2,3,0,8125,4,3,0,60,1,0.0,2,0,2,21,53,5,6,2,0,1,1,4,,8,0,7,858.0,0,2005,2005,2006,2.0,1.0,6,6,1716,0,1,1,0,125.34741523068371
1231,1142,0,0,3,0,3,2,24.0,0.0,2,5,0.0,0.0,3,1118.0,1,2,2,0,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1142,1,1,0,2,2692,1,2,3,0,7733,4,0,0,20,3,0.0,2,0,1,20,50,5,6,2,0,1,1,4,,8,0,5,1142.0,4,2005,2005,2006,1.0,1.0,6,6,1142,1,0,0,0,100.0
1232,1400,0,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1400.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,612.0,2.0,1400,0,1,0,2,2693,1,2,3,0,11024,0,0,0,20,3,118.0,1,0,10,20,55,5,7,2,0,1,1,5,,6,0,6,1400.0,144,2005,2006,2006,2.0,0.0,6,5,1400,0,0,1,0,100.0
1233,1131,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1131.0,1,5,2,0,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1131,1,1,0,2,2694,1,2,3,0,13072,4,3,0,20,3,0.0,2,0,3,20,39,5,6,2,0,1,1,5,,6,0,6,1131.0,0,2005,2006,2006,1.0,1.0,6,5,1131,0,0,0,0,100.0
1234,891,795,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,891.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,462.0,2.0,1686,1,1,0,5,2695,1,2,3,0,7800,4,3,0,60,3,172.0,1,0,4,20,101,5,7,2,0,1,1,4,,8,0,8,891.0,144,2005,2005,2006,2.0,1.0,6,6,1686,0,1,1,0,100.0
1235,831,754,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,784.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,449.0,2.0,1585,1,1,0,5,2696,1,2,3,0,7632,4,0,0,60,3,96.0,1,0,3,20,77,5,7,2,0,1,1,4,,8,0,7,784.0,100,2005,2005,2006,2.0,1.0,6,6,1585,0,1,1,0,100.0
1236,941,896,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,941.0,1,2,2,0,4,0,4,3,12,13,0,2,2,6,688.0,2.0,1837,1,1,0,5,2697,1,3,3,0,8304,4,0,0,60,3,0.0,2,0,7,20,165,5,6,2,0,1,1,4,,8,0,7,941.0,150,1997,1998,2006,2.0,1.0,14,13,1837,0,1,1,0,100.0
1237,844,887,0,3,0,3,3,758.0,0.0,0,5,1.0,0.0,2,78.0,1,2,2,0,4,0,4,2,6,6,0,2,2,6,462.0,2.0,1731,1,1,0,5,2698,1,2,3,0,9370,4,1,0,60,3,0.0,2,3000,10,20,85,5,6,2,0,1,1,3,,8,224,7,836.0,307,1992,1993,2006,3.0,1.0,19,18,1731,1,1,1,0,100.0
1238,1398,0,0,2,4,3,3,904.0,0.0,2,5,1.0,0.0,2,494.0,1,2,2,0,4,0,4,2,9,10,0,2,2,6,542.0,2.0,1398,0,1,2,2,2699,1,2,3,0,7175,4,3,0,120,3,0.0,2,0,7,20,46,5,6,2,0,1,1,4,,8,0,5,1398.0,0,1990,1991,2006,3.0,0.0,21,20,1398,1,0,1,0,100.0
1239,1217,0,0,2,4,3,3,278.0,0.0,2,5,0.0,0.0,2,939.0,1,2,2,0,4,0,4,2,9,10,0,2,2,6,484.0,2.0,1217,0,1,2,2,2700,1,2,3,0,7175,4,3,0,120,3,0.0,2,0,6,20,64,5,6,2,0,1,1,4,,8,0,5,1217.0,0,1991,1991,2006,2.0,0.0,20,20,1217,1,0,1,0,100.0
1240,636,684,0,3,0,3,3,274.0,0.0,0,5,0.0,0.0,2,362.0,1,5,2,0,4,0,4,3,12,13,0,2,2,6,472.0,2.0,1320,1,1,0,5,2701,1,2,3,0,9019,4,0,0,60,3,0.0,2,0,7,20,40,5,6,2,0,1,1,4,,8,0,6,636.0,0,1994,1994,2006,2.0,1.0,17,17,1320,1,1,1,0,100.0
1241,988,0,0,3,0,3,3,36.0,0.0,3,5,1.0,0.0,3,952.0,1,5,2,0,4,0,4,3,13,14,0,1,1,6,624.0,2.0,988,0,1,0,2,2702,1,3,3,0,9100,4,3,0,20,3,51.0,1,0,7,19,0,4,5,2,0,1,3,4,,8,0,6,988.0,0,1962,1962,2006,2.0,0.0,49,49,988,1,0,1,0,75.04168982768205
1242,1286,368,0,4,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,5,2,0,4,0,2,3,12,13,0,1,2,6,528.0,2.0,1654,0,1,4,0,2703,2,3,3,0,8927,4,3,0,90,4,0.0,2,0,8,19,0,6,6,2,0,1,1,4,,8,0,10,0.0,0,1977,1977,2006,2.0,0.0,34,34,1654,0,1,1,0,75.04168982768205
1243,1211,0,0,2,0,3,3,612.0,0.0,1,5,0.0,0.0,3,252.0,1,2,2,0,4,0,4,3,6,6,1,1,1,2,576.0,2.0,1211,0,1,2,2,2704,1,3,3,0,9240,4,0,0,20,3,0.0,2,0,3,19,0,6,5,2,0,1,3,4,,8,0,6,864.0,161,1962,2002,2006,1.0,0.0,49,9,1211,1,0,1,0,75.04168982768205
1244,984,0,0,3,0,3,3,554.0,0.0,4,5,0.0,0.0,3,430.0,1,7,2,0,4,0,4,3,6,6,0,1,1,6,310.0,1.0,984,0,1,4,2,2705,1,3,3,0,9308,1,0,0,20,3,0.0,2,0,7,19,0,5,5,2,0,1,1,4,,8,0,5,984.0,0,1965,1965,2006,1.0,0.0,46,46,984,1,0,1,0,75.04168982768205
1245,909,0,0,3,0,3,3,162.0,270.0,1,4,0.0,0.0,3,450.0,1,5,2,0,4,0,4,3,9,10,0,1,1,6,294.0,1.0,909,0,1,4,2,2706,1,3,3,0,8450,4,3,0,20,3,90.0,1,0,11,19,155,6,5,2,0,1,1,4,,0,0,5,882.0,0,1968,1968,2006,1.0,0.0,43,43,909,1,0,1,0,75.04168982768205
1246,925,0,0,2,0,3,3,181.0,0.0,0,5,1.0,0.0,3,744.0,1,5,2,0,4,0,4,3,6,6,0,2,1,6,484.0,2.0,925,0,1,2,2,2707,1,3,3,0,8638,4,0,0,20,3,0.0,2,0,10,19,74,6,5,2,0,1,1,4,,8,0,5,925.0,203,1963,1963,2006,2.0,0.0,48,48,925,1,0,1,0,75.04168982768205
1247,1024,0,0,3,0,3,3,712.0,0.0,4,5,0.0,0.0,3,312.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,308.0,1.0,1024,1,1,4,2,2708,1,3,3,0,13052,1,0,0,20,3,0.0,2,0,1,19,0,6,5,2,0,1,1,4,,8,0,5,1024.0,0,1965,1965,2006,1.0,1.0,46,46,1024,1,0,1,0,75.04168982768205
1248,912,0,0,3,0,3,3,644.0,0.0,0,5,0.0,0.0,3,268.0,0,2,2,0,4,0,4,3,6,6,0,1,1,6,0.0,0.0,912,0,1,4,2,2709,1,3,3,0,8020,4,0,0,20,3,0.0,2,0,4,19,0,6,5,2,0,1,1,4,,8,0,6,912.0,0,1964,1964,2006,1.0,0.0,47,47,912,1,0,0,0,75.04168982768205
1249,941,0,0,3,0,3,2,659.0,0.0,4,5,0.0,0.0,3,253.0,1,2,2,0,4,0,4,3,12,13,1,1,1,6,288.0,1.0,941,0,1,4,2,2710,1,3,3,0,8789,4,0,0,20,3,0.0,2,0,6,19,0,6,5,2,0,1,1,4,,8,0,6,912.0,64,1967,1967,2006,1.0,0.0,44,44,941,1,0,1,0,75.04168982768205
1250,2151,495,0,3,0,3,1,1023.0,497.0,0,1,1.0,2.0,2,228.0,1,2,2,0,4,0,1,2,14,14,4,1,2,4,550.0,2.0,2646,0,1,2,7,2711,1,2,2,0,14330,0,0,0,80,3,145.0,1,0,1,24,100,4,7,2,800,1,1,4,,8,0,9,1748.0,641,1974,1974,2006,3.0,2.0,37,37,2646,1,1,1,1,121.17843246247915
1251,1520,1306,0,3,0,3,1,1118.0,0.0,2,5,1.0,0.0,0,216.0,1,2,2,0,4,186,4,2,6,7,3,2,2,6,888.0,3.0,2826,1,1,0,5,2712,1,2,1,1,11025,4,3,0,60,3,692.0,1,0,10,15,208,5,8,2,0,1,1,4,,8,0,9,1334.0,177,1992,1993,2006,3.0,1.0,19,18,2826,1,1,1,0,167.59310728182325
1252,1143,0,0,1,4,3,3,0.0,0.0,5,5,0.0,0.0,2,1143.0,1,2,2,0,4,0,4,2,8,8,1,2,1,6,588.0,2.0,1143,1,1,0,2,2713,1,2,3,0,3628,4,3,0,120,1,0.0,2,0,5,21,191,5,7,2,0,1,1,4,,8,0,5,1143.0,0,2004,2004,2006,1.0,1.0,7,7,1143,0,0,1,0,125.34741523068371
1253,520,623,0,2,3,3,3,0.0,0.0,5,5,0.0,0.0,2,600.0,1,2,2,0,4,0,4,2,8,8,0,2,2,6,480.0,2.0,1223,1,1,0,5,2714,1,2,3,0,2544,4,3,80,160,1,0.0,2,0,7,21,166,5,7,2,0,1,1,4,,8,0,4,600.0,0,2005,2005,2006,2.0,1.0,6,6,1143,0,1,1,0,125.34741523068371
1254,768,756,0,2,4,3,3,353.0,0.0,2,5,0.0,0.0,2,403.0,1,2,2,0,4,0,4,2,8,8,0,2,2,6,440.0,2.0,1524,1,1,0,5,2715,1,2,3,0,2998,4,3,0,160,1,513.0,1,0,6,21,32,5,6,2,0,1,1,4,,8,0,4,756.0,0,2000,2000,2006,2.0,1.0,11,11,1524,1,1,1,0,125.34741523068371
1255,530,550,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,530.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,496.0,2.0,1080,1,1,0,5,2716,1,2,3,0,4447,2,0,0,160,1,0.0,2,0,7,21,50,5,7,2,0,1,1,4,,8,0,4,530.0,0,2003,2003,2006,2.0,1.0,8,8,1080,0,1,1,0,125.34741523068371
1256,854,840,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,569.0,1,2,2,0,4,0,4,2,13,14,1,2,2,6,434.0,1.0,1694,1,1,0,5,2717,1,2,3,0,8314,0,0,0,60,1,0.0,2,0,11,21,382,5,7,2,0,1,3,4,,8,110,6,569.0,0,1997,1998,2006,2.0,1.0,14,13,1694,0,1,1,0,125.34741523068371
1257,1568,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1568.0,1,2,2,0,4,0,4,2,5,5,1,2,2,6,564.0,2.0,1568,0,1,0,2,2718,1,2,3,0,7180,4,0,0,20,1,0.0,2,0,9,21,266,5,8,2,0,1,1,4,,8,0,6,1568.0,0,2001,2002,2006,2.0,0.0,10,9,1568,0,0,1,0,125.34741523068371
1258,1193,0,0,2,1,3,3,962.0,0.0,2,5,1.0,0.0,2,191.0,1,6,1,0,4,0,4,3,9,10,0,1,2,6,501.0,2.0,1193,0,1,0,2,2719,1,3,3,0,13110,0,0,0,190,3,144.0,1,0,7,14,153,6,5,2,0,1,1,4,,8,0,6,1153.0,140,1972,1972,2006,3.0,0.0,39,39,1193,1,0,1,0,101.66759310728182
1259,1334,0,0,3,0,3,3,553.0,68.0,1,3,1.0,0.0,3,713.0,1,6,2,0,4,35,4,3,6,6,0,1,2,6,477.0,2.0,1334,0,1,2,2,2720,1,3,3,0,10140,4,3,0,20,3,264.0,1,0,4,14,20,6,7,2,0,1,3,4,,8,264,7,1334.0,0,1967,1967,2006,3.0,0.0,44,44,1334,1,0,1,0,101.66759310728182
1260,1051,0,0,3,0,3,3,758.0,0.0,0,5,1.0,0.0,3,293.0,1,1,2,0,4,0,4,3,8,8,0,1,1,6,504.0,2.0,1051,0,1,2,2,2721,1,3,3,0,9600,0,3,0,20,3,0.0,2,0,7,12,0,5,5,2,0,1,1,4,,8,0,6,1051.0,0,1968,1968,2006,2.0,0.0,43,43,1051,1,0,1,0,77.82101167315176
1261,884,886,0,4,0,0,2,361.0,483.0,0,4,1.0,0.0,2,56.0,1,1,2,0,4,0,4,3,6,6,0,1,1,6,530.0,2.0,1770,1,1,0,5,2722,1,3,3,0,8640,4,3,0,60,3,300.0,1,455,6,12,60,5,5,2,0,1,1,4,,8,270,7,900.0,0,1968,1968,2006,2.0,1.0,43,43,1770,1,1,1,0,77.82101167315176
1262,976,0,0,2,0,3,0,760.0,0.0,0,5,1.0,0.0,3,216.0,1,1,2,0,4,0,4,3,6,6,1,1,1,6,504.0,2.0,976,0,1,4,2,2723,1,2,3,0,9360,4,3,0,20,3,203.0,1,0,8,12,0,7,6,2,0,1,3,0,,8,0,4,976.0,94,1968,2004,2006,2.0,0.0,43,7,976,1,0,1,0,77.82101167315176
