,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,SalePriceLog,NewNeighborhood
1291,630,672,0,3,3,3,3,231.0,0.0,0,5,0.0,0.0,3,399.0,1,2,2,1,4,0,4,3,5,5,0,1,2,6,264.0,1.0,1302,1,1,4,5,1292,1,3,3,0,1680,4,3,0,160,4,268.0,1,0,2,2,0,7,5,2,0,1,1,4,119500.0,8,0,6,630.0,185,1972,1972,2009,2.0,1.0,39,39,1302,1,1,1,0,11.691071650353702,58.92162312395776
1292,1378,994,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,994.0,0,2,2,1,4,0,4,3,13,14,0,4,2,3,432.0,1.0,2372,0,1,4,5,1293,2,3,3,0,6600,0,3,0,70,4,0.0,2,0,12,17,287,4,5,2,0,1,1,4,107500.0,8,0,11,994.0,0,1892,1965,2009,2.0,0.0,119,46,2372,0,1,1,0,11.585246126549855,66.14785992217898
1293,832,832,0,4,0,3,3,194.0,0.0,2,5,0.0,0.0,2,638.0,1,2,2,1,4,0,4,3,6,6,1,2,2,6,528.0,2.0,1664,1,1,4,5,1294,1,3,3,0,10140,4,3,0,60,3,0.0,2,0,3,14,28,5,7,2,0,1,1,4,162900.0,8,259,8,832.0,0,1976,1976,2006,2.0,1.0,35,35,1664,1,1,1,0,12.000891794590137,101.66759310728182
1294,864,0,0,2,0,3,3,167.0,0.0,4,5,1.0,0.0,3,697.0,1,2,2,1,4,0,4,3,14,10,0,1,1,6,572.0,2.0,864,0,1,4,2,1295,1,3,3,0,8172,4,3,0,20,3,0.0,2,0,4,7,0,7,5,0,0,1,3,4,115000.0,8,0,5,864.0,0,1955,1990,2006,2.0,0.0,56,21,864,1,0,1,0,11.652687407345388,67.67648693718733
1295,1052,0,0,3,0,3,0,1016.0,0.0,1,5,1.0,0.0,3,36.0,1,1,2,1,4,0,4,3,6,6,0,1,1,6,288.0,1.0,1052,1,1,2,2,1296,1,3,3,0,8400,4,3,0,20,3,168.0,1,0,11,12,0,5,5,2,0,1,3,4,138500.0,8,0,5,1052.0,356,1968,1968,2006,2.0,1.0,43,43,1052,1,0,1,0,11.83862560460953,77.82101167315176
1296,1128,0,0,3,0,3,2,776.0,0.0,0,5,1.0,0.0,3,344.0,1,2,2,1,4,123,2,3,8,8,0,1,2,6,525.0,2.0,1128,0,1,2,2,1297,1,3,3,0,8700,4,3,0,20,3,148.0,1,0,12,12,20,6,5,2,0,1,3,4,155000.0,8,0,6,1120.0,192,1963,1963,2008,3.0,0.0,48,48,1128,1,0,1,0,11.951180395901384,77.82101167315176
1297,1072,0,0,2,4,3,1,547.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,525.0,2.0,1072,0,1,2,6,1298,1,3,3,0,3675,4,3,0,180,4,82.0,1,0,6,7,44,5,6,2,0,1,1,5,140000.0,6,0,5,547.0,0,2005,2006,2006,3.0,0.0,6,5,1072,1,0,1,0,11.84939770159144,67.67648693718733
1298,4692,950,0,3,0,3,1,5644.0,0.0,2,5,2.0,0.0,0,466.0,1,1,2,1,4,0,4,0,11,12,3,2,2,6,1418.0,2.0,5642,1,1,0,5,1299,1,0,0,0,63887,0,2,0,60,3,796.0,3,0,1,7,292,5,10,2,480,0,3,5,160000.0,6,0,12,6110.0,214,2008,2008,2008,4.0,1.0,3,3,5642,1,1,1,1,11.982929094215963,67.67648693718733
1299,1246,0,0,3,0,3,3,340.0,906.0,3,4,1.0,0.0,3,0.0,1,2,2,1,4,0,4,3,3,3,0,1,1,6,305.0,1.0,1246,1,1,0,2,1300,1,2,3,0,7500,4,3,0,20,3,0.0,2,0,5,12,0,7,5,2,0,1,3,4,154000.0,8,0,6,1246.0,218,1959,1994,2010,2.0,1.0,52,17,1246,1,0,1,0,11.944707881395766,77.82101167315176
1300,1005,978,0,3,0,3,3,694.0,0.0,2,5,0.0,0.0,2,284.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,490.0,2.0,1983,1,1,0,5,1301,1,2,3,0,10762,1,0,0,60,3,344.0,2,0,5,8,0,5,7,2,0,1,1,4,225000.0,8,0,9,978.0,0,1999,1999,2009,2.0,1.0,12,12,1983,1,1,1,0,12.323855681186558,100.61145080600333
1301,753,741,0,3,0,3,3,547.0,0.0,1,5,0.0,0.0,3,224.0,1,2,2,1,4,0,4,3,13,14,2,1,1,6,213.0,1.0,1494,0,1,1,5,1302,1,2,0,0,7500,4,0,0,70,3,0.0,2,0,11,6,0,7,6,1,0,1,1,4,177500.0,8,224,7,771.0,0,1942,1950,2009,1.0,0.0,69,61,1494,1,1,1,0,12.086725887897607,111.51973318510284
1302,1203,1323,0,4,0,3,3,740.0,0.0,2,5,1.0,0.0,2,425.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,844.0,3.0,2526,1,1,0,5,1303,1,2,3,0,10120,4,3,0,60,3,391.0,1,0,12,15,78,5,8,2,0,1,3,4,290000.0,8,0,8,1165.0,309,1994,1994,2006,3.0,1.0,17,17,2526,1,1,1,0,12.577636201962656,167.59310728182325
1303,1616,0,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1616.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,834.0,3.0,1616,0,1,0,2,1304,1,2,3,0,8688,4,3,0,20,3,228.0,1,0,4,21,59,5,7,2,0,1,1,4,232000.0,8,0,7,1616.0,208,2005,2005,2006,2.0,0.0,6,6,1616,0,0,1,0,12.354492650648448,125.34741523068371
1304,976,732,0,3,4,3,3,0.0,0.0,5,5,0.0,0.0,2,976.0,1,2,2,1,4,0,4,2,12,13,0,2,2,0,380.0,2.0,1708,0,1,0,5,1305,1,2,3,0,3363,4,3,0,160,4,117.0,3,0,4,7,40,5,7,2,0,1,1,4,130000.0,8,0,7,976.0,0,2004,2004,2006,2.0,0.0,7,7,1708,0,1,1,0,11.77528972943772,67.67648693718733
1305,1652,0,0,2,0,3,3,1572.0,0.0,2,5,1.0,0.0,0,80.0,1,2,2,1,4,0,4,2,12,13,2,2,2,6,840.0,2.0,1652,0,1,0,2,1306,1,0,3,0,13173,0,0,0,20,3,300.0,3,0,11,16,102,5,9,2,0,1,3,4,325000.0,8,0,6,1652.0,404,2006,2007,2009,3.0,0.0,5,4,1652,1,0,1,0,12.691580461311874,175.09727626459144
1306,1368,0,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,1368.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,474.0,2.0,1368,0,1,0,2,1307,1,2,3,0,6955,4,0,0,120,3,94.0,3,0,9,16,35,5,7,2,0,1,1,5,202500.0,6,0,6,1368.0,132,2005,2006,2006,2.0,0.0,6,5,1368,0,0,1,0,12.218495165528731,175.09727626459144
1307,990,0,0,3,0,1,3,746.0,0.0,0,5,1.0,0.0,2,244.0,1,2,2,1,4,0,2,3,12,13,0,2,1,6,480.0,2.0,990,0,1,0,2,1308,1,3,3,0,8072,4,3,0,20,3,0.0,2,0,5,5,64,5,5,2,0,1,1,4,138000.0,8,0,5,990.0,0,1994,1995,2009,2.0,0.0,17,16,990,1,0,1,0,11.835008964139341,109.61645358532519
1308,1122,0,0,2,0,3,3,144.0,608.0,2,0,1.0,0.0,3,172.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,528.0,2.0,1122,0,1,0,2,1309,1,2,3,0,12000,4,3,0,20,4,0.0,2,0,5,17,36,7,5,2,0,1,1,4,147000.0,8,0,6,924.0,0,1948,2005,2008,2.0,0.0,63,6,1122,1,0,1,0,11.898187865760873,66.14785992217898
1309,1294,0,0,3,0,3,3,1200.0,0.0,2,5,1.0,0.0,2,78.0,1,2,2,1,4,0,4,3,6,6,0,1,2,6,496.0,2.0,1294,0,1,2,2,1310,1,2,3,0,7153,4,3,0,20,3,88.0,1,0,6,20,51,5,6,2,0,1,1,4,179200.0,8,0,6,1278.0,112,1991,1991,2008,3.0,0.0,20,20,1294,1,0,1,0,12.096257779522967,100.0
1310,1902,0,0,3,0,3,0,1406.0,0.0,2,5,1.0,0.0,2,496.0,1,3,2,1,4,162,2,2,3,6,2,2,2,6,567.0,2.0,1902,0,1,4,2,1311,1,0,3,0,17500,4,3,0,20,3,0.0,2,0,5,6,207,8,7,2,0,1,1,4,335000.0,8,0,7,1902.0,0,1959,2002,2010,3.0,0.0,52,9,1902,1,0,1,0,12.721885810807203,111.51973318510284
1311,1274,0,0,3,0,3,3,925.0,0.0,2,5,1.0,0.0,2,349.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,508.0,2.0,1274,0,1,0,2,1312,1,2,3,0,8814,4,3,0,20,3,80.0,1,0,1,5,98,5,7,2,0,1,1,5,203000.0,6,0,6,1274.0,264,2005,2007,2007,3.0,0.0,6,4,1274,1,0,1,0,12.220961258023925,109.61645358532519
1312,1453,1357,0,4,0,3,3,482.0,0.0,2,5,0.0,0.0,0,971.0,1,2,2,1,4,0,4,2,13,14,1,2,2,6,750.0,2.0,2810,1,1,0,5,1313,1,2,3,0,9572,4,0,0,60,3,336.0,1,0,6,15,0,5,8,2,0,1,1,4,302000.0,8,0,9,1453.0,500,1990,1990,2007,2.0,1.0,21,21,2810,1,1,1,0,12.618182296357007,167.59310728182325
1313,1422,1177,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1393.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,779.0,3.0,2599,1,1,0,5,1314,1,2,3,0,14774,0,0,0,60,3,165.0,1,0,5,15,30,5,9,2,0,1,1,4,333168.0,8,0,10,1393.0,668,1999,1999,2010,2.0,1.0,12,12,2599,0,1,1,0,12.716402146247475,167.59310728182325
1314,948,0,0,3,0,3,3,732.0,0.0,4,5,1.0,0.0,3,216.0,1,2,2,1,4,0,4,3,13,14,1,1,1,6,280.0,1.0,948,0,1,0,2,1315,1,3,3,0,8190,4,3,0,20,3,0.0,2,0,10,7,36,6,4,2,0,1,3,4,119000.0,8,0,5,948.0,0,1954,1954,2007,2.0,0.0,57,57,948,1,0,1,0,11.686878772093667,67.67648693718733
1315,1092,1020,0,4,0,3,2,500.0,276.0,0,3,0.0,0.0,1,176.0,1,2,2,1,4,0,4,3,6,6,2,1,2,6,576.0,2.0,2112,1,1,4,5,1316,1,3,3,0,11075,4,3,0,60,3,0.0,2,0,6,12,0,5,6,2,0,1,1,4,206900.0,8,0,9,952.0,280,1969,1969,2008,2.0,1.0,42,42,2112,1,1,1,0,12.239990863733635,77.82101167315176
1316,1630,0,0,3,0,3,1,0.0,0.0,5,5,1.0,0.0,0,1622.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,860.0,3.0,1630,0,1,0,2,1317,1,0,3,0,10226,4,0,0,20,3,270.0,3,0,1,5,42,5,8,2,0,1,1,4,295493.0,8,0,8,1622.0,172,2008,2008,2009,3.0,0.0,3,3,1630,0,0,1,0,12.596400426884427,109.61645358532519
1317,1352,0,0,2,4,1,3,0.0,0.0,5,5,0.0,0.0,0,1352.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,466.0,2.0,1352,0,1,0,2,1318,1,2,3,0,4230,0,3,0,120,1,0.0,2,0,4,21,241,5,7,2,0,1,1,5,208900.0,6,0,5,1352.0,0,2006,2007,2007,2.0,0.0,5,4,1352,0,0,1,0,12.249610947544657,125.34741523068371
1318,1787,0,0,3,0,3,1,0.0,0.0,5,5,0.0,0.0,2,1753.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,748.0,3.0,1787,0,1,0,2,1319,1,2,3,0,14781,1,1,0,20,3,178.0,1,0,8,5,150,5,8,2,0,1,3,4,275000.0,8,0,7,1753.0,198,2001,2002,2006,2.0,0.0,10,9,1787,0,0,1,0,12.524526376648708,109.61645358532519
1319,948,0,0,3,0,3,3,492.0,0.0,0,5,0.0,0.0,3,372.0,1,2,2,1,4,0,4,3,13,14,0,2,1,6,248.0,1.0,948,0,1,0,2,1320,1,3,0,0,10215,4,3,0,20,3,132.0,1,0,2,7,0,5,4,2,0,1,3,4,111000.0,8,0,5,864.0,0,1954,1954,2007,1.0,0.0,57,57,948,1,0,1,0,11.617285480294472,67.67648693718733
1320,1478,0,0,3,0,3,3,189.0,661.0,0,4,1.0,0.0,3,628.0,1,2,2,1,4,0,4,3,3,3,2,1,1,6,442.0,2.0,1478,1,1,2,2,1321,1,3,3,0,8400,4,3,0,20,3,0.0,2,0,6,12,0,3,6,2,0,1,3,4,156500.0,8,216,6,1478.0,114,1957,1957,2009,2.0,1.0,54,54,1478,1,0,1,0,11.960811288962345,77.82101167315176
1321,720,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,0,1,2,1,4,0,4,3,12,13,0,1,1,6,287.0,1.0,720,0,0,4,2,1322,1,3,3,0,6627,0,0,0,20,3,0.0,2,0,7,3,0,6,3,2,0,1,3,4,72500.0,8,0,4,0.0,0,1949,1950,2008,1.0,0.0,62,61,720,0,0,1,0,11.191341840842766,69.09394107837687
1322,1061,862,0,3,0,3,3,674.0,0.0,2,5,1.0,0.0,2,76.0,1,2,2,1,4,0,4,2,6,6,1,2,2,6,564.0,2.0,1923,1,1,0,5,1323,1,2,3,0,10186,4,0,0,60,3,0.0,2,0,6,15,39,5,7,2,0,1,1,4,190000.0,8,0,8,750.0,240,1992,1992,2010,3.0,1.0,19,19,1923,1,1,1,0,12.154779351142624,167.59310728182325
1323,708,0,0,2,0,3,3,280.0,0.0,3,5,0.0,0.0,3,140.0,1,2,2,1,4,0,4,1,12,13,0,1,1,6,0.0,0.0,708,0,1,2,2,1324,1,1,1,0,5330,4,3,0,30,3,0.0,2,0,12,3,0,7,4,2,0,1,3,4,82500.0,8,0,5,420.0,164,1940,1950,2009,1.0,0.0,71,61,708,1,0,0,0,11.320553572322773,69.09394107837687
1324,1795,0,0,2,0,3,0,0.0,0.0,5,5,0.0,0.0,0,1795.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,895.0,3.0,1795,0,1,0,2,1325,1,2,3,0,9986,4,3,0,20,3,428.0,1,0,2,21,49,5,8,2,0,1,1,5,147000.0,6,0,7,1795.0,0,2006,2007,2007,2.0,0.0,5,4,1795,0,0,1,0,11.898187865760873,125.34741523068371
1325,796,0,0,2,0,0,3,0.0,0.0,5,5,0.0,0.0,3,796.0,0,2,2,1,4,100,4,3,0,0,0,0,1,6,0.0,0.0,796,0,1,1,2,1326,1,3,3,0,3636,4,3,0,30,4,0.0,2,0,1,9,0,4,4,0,0,1,1,4,55000.0,8,0,5,796.0,0,1922,1950,2008,1.0,0.0,89,61,796,0,0,0,0,10.915088464214607,57.25403001667593
1326,774,0,0,3,0,3,3,544.0,0.0,4,5,0.0,0.0,3,0.0,1,2,2,1,4,286,4,3,8,8,0,0,1,6,0.0,0.0,774,0,1,0,2,1327,1,2,0,1,4270,4,3,0,30,2,0.0,2,0,5,7,0,6,3,2,0,1,1,4,79000.0,8,0,6,544.0,0,1931,2006,2007,1.0,0.0,80,5,774,1,0,0,0,11.27720313144916,67.67648693718733
1327,816,0,0,3,0,3,3,641.0,0.0,0,5,0.0,1.0,3,175.0,1,2,2,1,4,0,2,2,12,13,1,1,1,6,264.0,1.0,816,0,1,0,2,1328,1,2,3,0,6600,4,3,0,20,3,0.0,2,0,10,11,0,9,5,2,0,1,1,4,130500.0,8,0,5,816.0,0,1982,2008,2008,1.0,1.0,29,3,816,1,0,1,0,11.779128505744886,85.32518065591995
1328,1584,1208,0,5,0,3,3,493.0,0.0,3,5,0.0,0.0,2,1017.0,1,2,2,1,4,0,2,2,3,14,2,0,2,4,520.0,2.0,2792,0,2,0,0,1329,1,3,3,0,10440,0,3,0,50,4,0.0,2,1150,6,17,547,7,6,2,0,1,1,4,256000.0,8,480,8,1510.0,0,1920,1950,2008,2.0,0.0,91,61,2792,1,1,1,0,12.4529327234617,66.14785992217898
1329,955,677,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,935.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,462.0,2.0,1632,1,1,2,5,1330,1,3,3,0,9084,4,0,0,60,3,0.0,2,0,6,8,28,5,7,2,0,1,3,4,176500.0,8,0,8,935.0,0,1998,1998,2006,2.0,1.0,13,13,1632,0,1,1,0,12.081076155355488,100.61145080600333
1330,1588,0,0,3,0,1,0,0.0,0.0,5,5,0.0,0.0,2,1588.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,825.0,3.0,1588,0,1,0,2,1331,1,2,3,0,10000,4,3,0,20,3,410.0,3,0,12,21,45,5,8,2,0,1,3,4,227000.0,8,0,7,1588.0,144,2006,2006,2007,2.0,0.0,5,5,1588,0,0,1,0,12.332705296463539,125.34741523068371
1331,954,0,0,3,0,3,0,483.0,0.0,0,5,0.0,0.0,3,428.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,576.0,2.0,954,0,1,2,7,1332,1,3,3,0,10780,4,0,0,80,3,0.0,2,0,7,5,0,5,5,2,0,1,1,4,132500.0,8,0,6,911.0,0,1976,1976,2006,1.0,0.0,35,35,954,1,0,1,0,11.794337924408413,109.61645358532519
1332,816,0,0,2,0,3,2,690.0,0.0,0,5,1.0,0.0,3,126.0,1,2,2,1,4,0,4,3,8,8,1,1,1,6,288.0,1.0,816,0,1,0,2,1333,1,3,3,1,8877,4,3,0,20,3,0.0,2,0,5,7,0,6,4,2,0,1,1,4,100000.0,8,0,3,816.0,0,1938,1958,2009,2.0,0.0,73,53,816,1,0,1,0,11.512925464970229,67.67648693718733
1333,803,557,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,803.0,1,2,2,1,4,190,4,3,13,14,0,1,1,6,297.0,1.0,1360,1,1,0,0,1334,1,2,3,0,7200,0,3,0,50,4,0.0,2,0,7,9,65,6,5,2,0,1,1,4,125500.0,8,0,6,803.0,0,1938,1995,2006,1.0,1.0,73,16,1360,0,1,1,0,11.740061037553975,57.25403001667593
1334,765,600,0,3,4,3,3,765.0,0.0,3,5,0.0,0.0,3,0.0,1,2,2,1,4,0,4,3,6,6,0,1,1,2,440.0,2.0,1365,1,1,4,5,1335,1,3,3,0,2368,4,3,0,160,4,312.0,2,0,5,2,36,6,5,2,0,1,1,4,125000.0,8,0,7,765.0,0,1970,1970,2009,1.0,1.0,41,41,1365,1,1,1,0,11.736069016284437,58.92162312395776
1335,1334,0,0,2,0,3,3,686.0,0.0,0,5,0.0,1.0,2,664.0,1,2,2,1,4,0,4,3,9,10,1,1,2,6,630.0,2.0,1334,0,1,4,2,1336,1,3,3,0,9650,4,3,0,20,3,360.0,1,0,4,14,16,5,6,2,0,1,1,4,167900.0,8,0,6,1350.0,0,1977,1977,2009,2.0,1.0,34,34,1334,1,0,1,0,12.031123843065632,101.66759310728182
1336,1656,0,0,4,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1656.0,1,1,2,1,4,0,4,3,9,10,0,1,2,6,506.0,2.0,1656,0,1,4,2,1337,2,3,3,0,9246,4,0,0,90,3,564.0,1,0,11,14,211,5,5,2,0,1,1,4,135000.0,8,0,8,1656.0,0,1973,1973,2008,2.0,0.0,38,38,1656,0,0,1,0,11.813030057420567,101.66759310728182
1337,693,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,693.0,0,1,2,1,0,0,4,3,13,14,0,1,1,6,0.0,0.0,693,0,3,1,2,1338,1,1,0,1,4118,0,0,0,30,4,0.0,2,0,3,17,20,4,4,0,0,1,1,4,52500.0,8,0,4,693.0,0,1941,1950,2006,1.0,0.0,70,61,693,0,0,0,0,10.868568448579715,66.14785992217898
1338,920,941,0,3,0,3,3,700.0,0.0,2,5,1.0,0.0,2,216.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,492.0,2.0,1861,1,1,0,5,1339,1,2,3,0,13450,0,0,0,60,3,0.0,2,0,6,5,91,5,7,2,0,1,1,4,200000.0,8,0,8,916.0,146,2002,2002,2006,3.0,1.0,9,9,1861,1,1,1,0,12.206072645530174,109.61645358532519
1339,864,0,0,3,0,3,2,360.0,0.0,4,5,0.0,0.0,3,504.0,1,2,2,1,4,0,2,3,8,8,0,1,1,6,288.0,1.0,864,0,1,0,2,1340,1,3,3,0,9560,0,0,0,20,3,0.0,2,0,6,5,0,7,5,2,0,1,3,4,128500.0,8,0,5,864.0,0,1972,1972,2006,1.0,0.0,39,39,864,1,0,1,0,11.763684183317412,109.61645358532519
1340,872,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,858.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,480.0,4.0,872,0,1,4,2,1341,1,3,3,0,8294,4,3,0,20,3,0.0,2,0,6,12,0,5,4,2,0,1,1,4,123000.0,8,0,5,858.0,0,1971,1971,2007,1.0,0.0,40,40,872,0,0,1,0,11.719939634354555,77.82101167315176
1341,1114,0,0,3,0,3,3,814.0,0.0,2,5,1.0,0.0,2,300.0,1,5,2,1,4,0,4,3,12,13,0,2,1,6,576.0,2.0,1114,0,1,0,2,1342,1,2,3,0,13695,4,3,0,20,3,0.0,2,0,7,20,78,5,6,2,0,1,1,4,155000.0,8,0,6,1114.0,0,2003,2004,2008,2.0,0.0,8,7,1114,1,0,1,0,11.951180395901384,100.0
1342,1284,885,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1284.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,647.0,2.0,2169,1,1,0,5,1343,1,2,3,0,9375,4,3,0,60,3,149.0,1,0,8,5,87,5,8,2,0,1,1,4,228500.0,8,0,7,1284.0,192,2002,2002,2007,2.0,1.0,9,9,2169,0,1,1,0,12.339291489316397,109.61645358532519
1343,1172,741,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,896.0,1,2,2,1,4,0,4,3,3,11,1,0,1,6,342.0,2.0,1913,1,1,2,0,1344,1,3,0,0,7558,4,3,0,50,3,0.0,2,0,3,6,0,6,6,2,0,1,1,4,177000.0,8,0,9,896.0,0,1928,1950,2009,1.0,1.0,83,61,1913,0,1,1,0,12.083905011555967,111.51973318510284
1344,728,728,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,728.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,440.0,2.0,1456,1,1,0,5,1345,1,2,3,0,11103,0,0,0,60,3,0.0,2,0,7,5,0,5,7,2,0,1,1,5,155835.0,6,0,8,728.0,0,2006,2006,2007,2.0,1.0,5,5,1456,0,1,1,0,11.956553034172742,109.61645358532519
1345,960,0,0,2,0,3,3,250.0,0.0,0,5,0.0,0.0,3,710.0,1,2,2,1,0,168,4,3,8,8,0,2,1,6,308.0,1.0,960,0,1,2,2,1346,1,1,3,0,6000,4,3,0,30,4,0.0,2,0,7,17,0,4,4,2,0,1,3,4,108500.0,8,0,5,960.0,0,1920,1950,2007,1.0,0.0,91,61,960,1,0,1,0,11.594505451962652,66.14785992217898
1346,2156,0,290,3,0,3,3,297.0,68.0,1,4,0.0,0.0,3,1203.0,1,4,2,1,4,0,4,3,3,6,1,1,2,6,508.0,2.0,2156,0,1,4,2,1347,1,3,3,0,20781,1,1,0,20,3,0.0,2,0,6,14,80,7,7,2,0,1,3,4,262500.0,8,0,9,1568.0,0,1968,2003,2006,2.0,0.0,43,8,2156,1,0,1,0,12.478006361013815,101.66759310728182
1347,1776,0,0,3,0,3,1,80.0,0.0,2,5,1.0,0.0,0,1652.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,712.0,3.0,1776,0,1,0,2,1348,1,2,1,0,15306,0,0,0,20,3,100.0,3,0,5,23,0,5,8,2,0,1,1,5,283463.0,6,0,7,1732.0,0,2006,2007,2007,3.0,0.0,5,4,1776,1,0,1,0,12.554836882168736,127.00111172873818
1348,1494,0,0,3,0,3,1,1443.0,0.0,2,5,1.0,0.0,2,39.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,514.0,2.0,1494,0,1,0,2,1349,1,2,2,0,16196,4,2,0,20,3,0.0,2,0,8,20,25,5,7,2,0,1,1,4,215000.0,8,0,5,1482.0,402,1998,1998,2007,3.0,0.0,13,13,1494,1,0,1,0,12.2783933071098,100.0
1349,938,1215,0,4,0,0,3,259.0,0.0,3,5,0.0,0.0,3,425.0,0,2,2,1,4,20,2,3,8,8,0,0,2,6,0.0,0.0,2358,0,4,1,5,1350,1,3,3,0,5250,4,3,205,70,4,0.0,2,0,12,17,54,5,8,2,0,1,1,4,122000.0,8,0,8,684.0,0,1872,1987,2008,2.0,0.0,139,24,2153,1,1,0,0,11.711776323715394,66.14785992217898
1350,1338,1296,0,6,2,3,3,500.0,0.0,3,5,1.0,1.0,3,748.0,1,0,2,1,4,0,4,3,8,8,0,1,2,6,968.0,4.0,2634,2,1,4,5,1351,2,3,3,0,11643,4,3,0,90,3,368.0,1,0,8,12,0,5,5,2,0,1,1,4,200000.0,8,0,12,1248.0,0,1969,1969,2009,3.0,3.0,42,42,2634,1,1,1,0,12.206072645530174,77.82101167315176
1351,858,858,0,4,0,3,3,319.0,0.0,4,5,0.0,0.0,3,539.0,1,2,2,1,4,0,4,3,6,6,1,1,1,6,490.0,2.0,1716,1,1,0,5,1352,1,3,3,0,9247,4,0,0,60,3,318.0,1,0,3,12,84,6,6,2,0,1,1,4,171000.0,8,120,8,858.0,0,1962,1962,2008,1.0,1.0,49,49,1716,1,1,1,0,12.049418835484797,77.82101167315176
1352,786,390,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,698.0,1,2,2,1,4,0,4,2,8,8,0,0,1,6,624.0,2.0,1176,0,1,4,0,1353,1,3,3,0,6000,4,3,0,50,4,0.0,2,0,7,3,0,9,6,0,0,1,1,4,134900.0,8,0,4,698.0,210,1937,2000,2009,1.0,0.0,74,11,1176,0,1,1,0,11.812289042195847,69.09394107837687
1353,2053,1185,0,4,0,3,0,816.0,0.0,2,5,1.0,0.0,2,1217.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,666.0,3.0,3238,1,1,0,0,1354,1,2,3,0,14720,1,0,0,50,3,579.0,1,0,3,15,86,5,8,2,0,1,3,4,410000.0,8,0,9,2033.0,283,1995,1996,2010,3.0,1.0,16,15,3238,1,1,1,0,12.92391243868049,167.59310728182325
1354,992,873,0,3,0,3,3,735.0,0.0,2,5,1.0,0.0,2,257.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,839.0,3.0,1865,1,1,0,5,1355,1,2,3,0,10316,4,0,0,60,3,0.0,2,0,6,5,184,5,7,2,0,1,1,4,235000.0,8,0,7,992.0,0,2000,2000,2008,3.0,1.0,11,11,1865,1,1,1,0,12.367340793126296,109.61645358532519
